transaction_id,location_id,supplier_id,time_id,customer_id,demand_cylinders,supply_cylinders,shortage_cylinders,price_per_cylinder,subsidy_amount,delivery_delay_days,stock_available,transport_cost,weather_impact_score,strike_impact_flag,festival_demand_flag,emergency_supply_flag,warehouse_capacity,fulfilled_orders,unfulfilled_orders
10963,26,10,264,68,13,14,19,1101.82,128.73,6,265,68.92,0.86,0,1,0,296,45,5
10964,22,4,147,3,39,37,14,803.75,95.66,8,297,157.43,0.23,1,1,1,186,47,14
10965,28,3,12,73,30,13,11,1041.14,154.98,7,413,57.13,0.94,1,0,0,382,49,11
10966,24,18,328,5,19,8,8,1192.82,43.53,1,1,176.36,0.45,1,1,1,913,42,6
10967,29,1,55,56,4,41,14,961.1,55.8,7,385,171.48,0.33,0,1,0,108,18,18
10968,9,13,230,67,1,10,12,1015.65,17.53,3,88,167.72,0.2,0,1,1,476,28,16
10969,42,18,122,89,40,33,10,856.11,257.51,2,384,135.95,0.66,1,0,0,422,18,15
10970,4,8,349,32,32,37,19,1082.57,163.04,7,29,70.16,0.45,1,1,0,593,2,6
10971,49,11,233,97,12,20,14,967.14,295.89,9,214,193.32,0.51,0,1,0,475,47,6
10972,46,10,162,82,12,4,17,1107.62,248.23,7,93,121.13,0.25,0,0,0,537,42,18
10973,18,4,82,100,20,1,1,850.35,165.97,2,379,123.86,0.67,1,1,1,970,37,10
10974,43,4,47,41,11,19,11,830.23,158.83,7,141,142.74,0.12,0,0,0,189,48,6
10975,16,4,364,29,49,24,3,912.39,150.83,1,54,103.04,0.89,0,1,1,746,6,7
10976,33,12,291,66,30,47,9,869.81,16.91,1,50,149.46,0.6,0,1,1,802,25,17
10977,29,8,160,11,49,11,8,1126.88,16.16,9,203,151.92,0.46,0,1,0,791,46,18
10978,39,13,179,59,44,22,13,1103.15,146.85,1,28,192.25,0.17,1,0,1,230,13,1
10979,10,8,362,95,31,37,15,1186.64,269.89,7,96,74.34,0.56,0,1,1,626,6,14
10980,9,3,208,4,28,3,0,826.66,194.91,6,279,128.38,0.29,0,0,0,437,41,0
10981,31,12,40,93,44,17,11,914.97,159.43,8,460,138.9,0.84,0,0,0,640,10,2
10982,28,18,214,54,49,48,1,1188.19,184.56,0,133,158.15,0.52,1,0,0,898,40,18
10983,3,15,352,67,29,40,14,842.64,94.02,9,241,57.43,0,1,0,1,919,6,15
10984,14,14,154,2,41,20,13,995.93,104.84,3,279,76,0.41,0,0,0,563,32,5
10985,25,9,338,100,22,35,10,1062.34,222.08,3,267,57.33,0.88,1,0,0,322,6,1
10986,15,5,293,78,45,44,0,891.01,62.62,1,169,126.08,0.32,1,0,0,101,47,17
10987,2,15,166,48,49,40,15,1110.46,51.33,1,242,178.27,0.21,0,0,1,259,31,15
10988,24,8,272,68,29,15,6,1140.88,155.67,9,14,147.61,0.07,1,0,0,405,28,14
10989,14,3,24,44,1,11,12,959.08,222.36,6,151,130.08,0.34,1,0,0,211,45,16
10990,48,12,115,62,21,13,1,1081.67,91.97,9,220,51.55,0.92,1,1,1,683,3,11
10991,7,5,351,94,31,26,16,1012.29,124.54,6,384,69.7,0.3,1,0,1,379,41,12
10992,36,9,260,83,27,23,17,1072.08,164.87,2,60,138.91,0.2,1,0,1,609,47,0
10993,50,20,306,19,35,40,13,979.97,266.47,9,417,86.27,0.41,1,1,1,633,2,5
10994,24,3,364,44,8,13,3,813.57,187.75,3,146,197.07,0.48,0,1,0,137,6,17
10995,27,8,226,31,40,48,5,929.76,256.28,2,167,110.2,0.93,0,1,1,490,15,15
10996,37,13,102,62,8,16,15,917.94,115.98,3,142,94.37,0.43,1,0,1,873,28,0
10997,38,8,131,15,6,45,10,1169.68,176.31,1,232,131.99,0.93,0,0,1,876,37,0
10998,30,5,264,29,15,14,14,975.37,195.21,2,115,67.79,0.02,0,0,0,935,36,6
10999,27,7,12,67,21,40,7,1161.39,274.29,5,225,128.14,0.11,1,0,1,623,10,12
11000,39,5,322,83,37,34,6,802.27,242.06,7,312,183.05,0.2,1,0,1,134,24,16
11001,15,9,181,86,6,40,13,1052.9,43.87,7,443,85.23,0.41,1,0,0,677,27,8
11002,26,5,349,47,29,29,14,982.66,201.7,2,489,85.64,0.23,1,1,0,215,33,11
11003,1,8,161,84,25,28,6,817.87,15.64,4,270,56.23,0.88,1,1,1,624,23,5
11004,4,12,114,7,23,27,10,987.1,298.05,0,431,183.63,0,1,1,1,113,24,15
11005,29,4,18,68,38,38,10,953.53,122.7,6,401,167.71,0.99,0,1,1,794,49,3
11006,1,9,104,1,27,13,8,885.28,200.48,1,152,112.89,0.39,0,0,1,946,38,12
11007,43,14,186,71,42,3,19,831.52,56.31,0,428,124.97,0.33,0,1,0,288,16,10
11008,50,19,342,22,23,39,18,1116.14,234.55,6,208,69.24,0.71,1,1,0,489,35,0
11009,46,13,93,57,19,38,18,1043.37,208.54,4,186,163.38,0.61,0,0,1,142,20,3
11010,22,3,301,94,28,5,9,1036.29,105.05,2,466,67.04,0.35,0,1,0,826,21,6
11011,11,4,143,73,34,16,2,1162.31,107.99,9,35,124.61,0.07,1,1,0,778,45,18
11012,10,1,143,58,7,31,8,804.92,204.35,7,411,53.48,0.8,1,0,0,187,2,0
11013,17,1,301,27,13,22,15,1016.59,110.46,1,215,108.03,0.64,0,0,1,986,9,14
11014,36,11,100,38,4,3,13,1181.1,284.92,0,125,105.67,1,1,0,1,426,48,0
11015,47,16,62,87,11,5,16,980.02,97.42,1,173,63.74,0.53,1,0,0,466,5,5
11016,26,4,84,76,21,3,5,988.85,80.09,0,443,90.12,0.01,1,1,1,694,24,12
11017,48,7,276,13,21,15,6,827.84,228.26,7,261,102.43,0.54,1,0,0,337,25,16
11018,21,12,167,97,43,34,0,1081.62,31.28,5,12,53.8,0.67,1,0,0,696,36,12
11019,13,6,295,15,45,15,13,1104.77,168.86,2,129,80.27,0.23,1,1,0,696,5,9
11020,9,20,129,80,42,27,11,855.62,187.03,8,432,167.67,0.63,1,0,0,977,20,8
11021,11,9,364,98,26,13,5,1055.29,92.4,8,69,155.55,0.34,1,1,0,986,49,10
11022,11,8,67,73,31,34,3,949.39,285.31,3,25,107.83,0.67,0,1,1,913,9,11
11023,6,14,47,91,49,18,19,1025.91,124.82,5,403,147.57,0.98,1,0,0,484,5,15
11024,1,15,310,48,4,10,4,1069.95,84.03,6,281,180.89,0.81,1,0,1,232,40,15
11025,6,5,148,15,3,32,13,840.3,205.31,9,249,162.73,0.88,1,0,1,377,1,0
11026,13,15,250,99,39,4,2,920.37,216.37,9,10,125.86,0.93,0,0,0,127,8,4
11027,22,6,137,98,48,2,14,1136.98,128.08,8,248,192.46,0.53,1,0,0,885,19,10
11028,31,1,95,40,21,30,19,867.79,54.4,5,137,117.98,0.37,0,1,0,399,16,18
11029,22,20,238,30,38,31,17,1060.07,189.55,5,39,153.13,0.95,1,0,0,756,24,0
11030,37,9,284,23,18,46,11,1134.61,74.62,2,377,140.85,0.62,1,1,0,871,5,9
11031,47,4,320,9,33,3,19,1049.95,66.76,1,439,107.31,0.27,1,1,1,161,42,13
11032,27,2,35,32,42,44,15,1114.09,173.37,5,175,160.5,0.22,1,0,1,493,29,18
11033,50,6,296,35,35,5,3,995.6,295.81,2,108,149.23,0.69,0,1,0,956,48,1
11034,14,2,358,49,32,34,0,1153.05,207.8,1,461,51.54,0.4,0,1,1,203,17,10
11035,47,3,258,96,11,14,8,1070.89,243.07,4,346,56.35,0.29,0,0,0,715,47,6
11036,5,7,270,45,39,37,4,936.7,213.92,5,283,182.9,0.23,0,1,1,226,30,10
11037,36,20,355,16,31,7,17,1007.94,111.75,3,20,54.14,0.15,0,0,1,154,20,7
11038,32,17,324,32,30,15,3,1058.78,272.05,8,142,105.94,0.48,1,0,1,651,41,16
11039,34,9,47,25,38,19,7,1115.06,242.6,5,26,107.45,0.34,1,1,0,606,38,2
11040,7,9,94,94,46,19,9,867.42,207.29,6,327,67.76,0.47,1,1,0,305,8,17
11041,42,19,182,37,20,17,6,1196.15,162.4,6,448,129.44,0.25,1,0,0,849,18,14
11042,48,5,190,37,40,48,2,860.22,108.53,2,316,77.59,0.96,0,1,0,746,25,18
11043,10,6,51,35,26,40,9,1017.41,134.88,0,39,127.25,0.14,1,0,1,264,26,6
11044,50,18,206,45,11,13,15,806.95,93.15,8,175,114.64,0.95,0,0,0,139,34,2
11045,17,1,304,8,2,21,19,976.16,276.04,5,214,96.38,0.43,0,0,1,652,11,16
11046,30,17,333,47,39,43,2,801.07,98.6,4,212,98.16,0.49,0,0,1,135,49,18
11047,21,14,125,36,17,1,16,828.09,281.27,5,164,63.7,0.18,1,0,0,180,33,17
11048,13,15,212,89,24,18,9,1019.22,132.94,9,160,185.13,0.44,0,1,1,143,29,1
11049,1,5,266,82,30,24,10,982.57,251.24,5,399,110.41,0.11,1,1,0,299,23,7
11050,1,17,135,10,37,30,7,825.33,75.44,0,367,186.49,0.97,1,0,0,230,34,10
11051,47,11,273,1,6,7,7,1172.5,289.55,1,421,72.38,0.37,0,1,0,690,38,17
11052,33,10,278,68,49,27,14,940.1,269.13,8,113,103.58,0.21,1,1,0,946,45,19
11053,38,17,315,90,23,27,16,1097.13,209.8,4,115,189.96,0.75,1,0,1,622,16,17
11054,25,1,300,75,47,3,0,1185.02,275.79,5,38,174.96,0.33,1,1,0,371,20,0
11055,26,5,267,15,35,16,9,1163.57,186.42,1,406,163.39,0.61,1,0,0,733,3,2
11056,13,16,298,96,47,4,15,1073.03,4.32,2,185,101.17,0.13,0,0,0,584,20,2
11057,28,7,279,79,26,45,4,807.26,75.41,7,238,55.63,0.45,1,1,1,915,33,19
11058,33,12,214,92,25,1,10,1056.4,26.82,2,483,84.38,0.28,0,1,1,809,20,17
11059,37,8,62,87,36,33,18,833.41,19.7,4,247,186.84,0.78,1,1,0,314,2,17
11060,41,18,54,3,21,44,0,970.87,141.19,9,98,146.32,0.14,0,0,1,123,35,9
11061,30,1,338,32,42,45,10,1165.59,293.1,5,492,54.75,0.63,1,1,0,573,7,14
11062,49,20,365,20,43,26,17,847.74,118.16,0,328,71.12,0.01,1,0,0,199,13,14
11063,48,12,112,56,23,39,7,1082.08,290.23,1,332,142.61,0.03,0,1,0,523,28,9
11064,8,4,269,78,1,3,13,913.45,267.28,5,350,106.32,0.59,1,1,0,804,42,11
11065,49,12,324,99,10,4,19,864.66,52.76,4,363,187.41,0.87,0,1,0,194,18,10
11066,47,1,107,42,25,33,1,896.1,265.05,0,366,82.07,0.46,1,0,0,796,9,5
11067,1,1,283,73,22,5,7,962.43,77.25,4,102,78.23,0.42,0,1,0,127,24,14
11068,12,3,168,60,47,29,10,1122.16,15.75,1,358,107.86,0.09,1,1,1,256,18,2
11069,5,12,74,56,8,11,7,1006.06,36.02,5,303,178,0.81,1,1,0,669,19,7
11070,24,13,236,47,41,3,0,940.07,154.93,6,460,95.96,0.48,0,1,1,706,33,15
11071,6,13,92,24,33,18,14,870.4,187.13,4,164,85.62,0.24,1,1,0,765,32,10
11072,25,9,85,41,12,30,18,901.52,7.5,8,88,153.55,0.8,1,1,0,887,44,19
11073,1,18,75,4,48,17,16,1178.29,211.06,8,318,55.11,0.45,1,0,1,273,39,3
11074,25,1,84,76,39,46,19,888.59,22.15,2,316,115.79,0.14,0,1,1,327,32,18
11075,1,6,245,51,12,30,14,930.39,195.06,0,456,197.8,0.09,1,1,0,171,35,11
11076,32,5,228,88,12,30,12,995.27,17.92,5,148,98.87,0.97,1,0,1,995,30,19
11077,42,4,83,1,11,33,5,980.8,89.77,1,433,139.6,0.64,1,0,0,196,12,2
11078,42,6,15,14,48,17,2,922.41,265.2,4,162,120.43,0.24,0,0,0,805,34,13
11079,3,3,301,95,8,39,14,806.42,288.04,9,381,183.34,0.51,0,0,1,856,23,13
11080,49,17,181,10,8,16,17,1129.67,15.7,2,279,57.32,0.78,0,0,1,994,32,16
11081,19,11,338,97,37,33,12,830.76,246.97,3,458,167.84,0.89,0,1,0,284,49,11
11082,43,4,263,36,49,47,14,1115.97,180.22,1,88,112.98,0.59,1,1,1,167,1,15
11083,29,20,78,42,16,2,11,922.86,280.34,7,412,52.87,0.91,1,0,1,752,19,11
11084,50,1,229,99,36,2,15,1164.5,116.38,9,437,141.23,0.44,0,1,0,799,23,5
11085,2,4,233,48,18,24,11,998.86,205.65,9,379,142.03,0.86,0,0,1,570,7,0
11086,9,3,30,18,44,5,16,804.65,25.37,5,199,140.21,0.03,1,1,1,953,10,12
11087,17,10,155,89,21,36,12,1007.2,90.86,3,51,172.6,0.68,0,0,0,293,37,6
11088,46,1,305,76,4,3,8,1163.84,139.35,3,19,116.01,0.39,0,1,1,769,24,11
11089,36,4,185,60,7,40,17,815.78,129.76,6,221,145.67,0.73,0,1,0,159,6,2
11090,17,19,357,28,34,32,9,983.18,232.67,9,146,53.43,0.71,0,1,0,436,6,16
11091,49,1,255,53,34,14,12,1079.83,29.22,7,169,161.33,0.55,0,1,0,105,20,7
11092,12,16,169,9,45,38,10,826.46,17.82,5,5,57.87,0.86,1,1,1,910,8,10
11093,20,19,81,24,36,43,17,893.43,25.21,9,481,180.09,0.82,0,1,0,890,15,19
11094,50,20,286,20,37,5,8,813.81,0.87,1,294,146.05,0.98,1,0,1,124,19,1
11095,3,18,210,90,30,37,18,1022.75,88.38,3,156,112.41,0.26,1,0,1,590,35,9
11096,43,2,259,69,26,46,10,1125.92,275.32,9,214,151.37,0.53,0,0,0,979,1,16
11097,50,6,37,27,12,26,17,942.62,208.79,3,33,83.44,0.71,0,0,1,445,6,8
11098,4,1,286,92,11,17,7,844.58,100.86,3,301,130.73,0.93,1,0,0,272,26,15
11099,17,19,54,40,29,19,17,1010.33,61.67,5,324,159.82,0.87,0,0,1,404,27,15
11100,50,5,212,71,3,11,13,1146.57,218.25,0,340,62.9,0.5,1,0,0,725,44,16
11101,37,2,342,83,11,7,18,1035.39,208.73,8,117,62.01,0.51,1,1,0,274,27,7
11102,46,1,100,54,9,13,0,887.15,180.12,0,112,184.48,0.17,0,0,1,647,10,1
11103,42,16,85,86,26,25,5,886.92,261.99,4,37,177.28,0.87,1,0,0,844,46,5
11104,15,2,213,82,8,48,17,936.64,183.8,9,418,100.56,0.29,1,1,0,100,43,17
11105,33,4,264,15,21,12,16,833.57,108.8,6,316,152.37,0.71,1,0,1,650,9,19
11106,16,3,86,97,8,31,13,1016.75,220.71,0,223,140.14,0.62,1,1,0,512,31,18
11107,11,17,63,51,42,28,19,1188.82,71.16,3,254,158.1,0.28,1,1,1,917,48,0
11108,20,15,192,69,6,15,12,1121.44,184.62,6,291,96.68,0.92,1,0,0,271,10,2
11109,38,10,93,40,18,33,14,1018.64,11.29,5,367,119.69,0.48,0,0,1,181,6,2
11110,24,12,253,69,6,11,7,1168.19,128.13,5,432,93.67,0.9,0,1,1,500,13,19
11111,16,12,138,43,21,39,18,1030.9,24.49,4,200,167.61,0.24,0,0,1,595,11,5
11112,30,20,49,64,44,32,7,1119.63,289.1,6,288,82.84,0.18,0,0,0,693,7,12
11113,34,7,121,7,48,16,16,873.85,44.98,2,41,185.28,0.6,0,1,1,672,43,17
11114,1,10,39,2,48,9,8,877.04,91.11,4,345,178.54,0.48,1,0,1,817,5,2
11115,24,5,34,30,23,41,17,1146.96,79.05,7,76,161.27,0.39,0,1,0,188,41,9
11116,24,20,358,75,36,12,8,892.41,94.33,0,271,195.69,0.68,0,0,1,645,16,1
11117,9,20,266,52,18,19,2,1021.74,133.08,9,10,131.08,0.98,0,1,0,276,46,10
11118,22,11,9,33,27,14,15,885.29,79.48,0,46,97.48,0.33,0,0,0,866,39,8
11119,12,2,188,9,45,12,6,1042.72,112.99,1,74,154.69,0.62,1,1,1,533,3,6
11120,17,16,96,11,3,24,16,982.47,80.02,9,252,198.24,0.79,0,1,0,596,42,15
11121,25,12,133,76,12,9,13,1127.06,292.94,3,220,128.33,0.29,1,0,0,232,27,15
11122,28,16,163,10,20,21,10,1107.86,86.46,6,372,93.13,0.3,1,0,1,614,23,5
11123,15,4,139,54,19,12,13,894.38,90.88,7,23,70.03,0.92,0,0,1,929,46,0
11124,30,2,298,75,23,45,6,1004.83,111.11,6,2,172.09,0.13,1,1,1,291,24,1
11125,27,10,80,97,5,37,15,1192.27,188.83,0,478,98.25,0.32,0,1,1,889,33,16
11126,22,13,91,20,19,5,0,1009.14,291.04,8,305,161.77,0.55,1,0,0,123,49,11
11127,10,19,256,5,12,9,19,975.42,176.46,3,283,191.5,0.5,0,1,1,628,27,4
11128,31,15,148,24,28,20,9,817.56,295.32,5,320,55.22,0.66,0,0,1,411,16,10
11129,27,1,179,32,37,6,10,1031.4,103.85,2,243,64.78,0.11,1,1,1,698,23,14
11130,12,17,257,31,34,40,14,1177.72,276.11,8,227,70.5,0.94,1,1,1,729,11,18
11131,46,20,218,44,16,13,17,1162.74,116.73,3,412,143.13,0.4,0,0,1,578,23,8
11132,31,4,267,78,4,16,15,1084.27,188.61,1,298,194.73,0.65,1,0,1,920,36,19
11133,32,20,317,19,47,20,13,935.78,15.54,1,419,109.53,0.73,1,0,0,693,11,3
11134,32,9,79,24,42,5,4,1095.16,1.24,5,266,139.94,0.68,1,0,1,440,13,9
11135,41,6,167,96,6,43,14,1021.59,67.59,3,236,141.84,0.73,1,0,1,737,45,13
11136,45,3,104,12,7,17,11,1021.62,11.6,1,139,146.74,0.55,0,1,1,457,20,7
11137,35,2,304,50,34,10,15,1127.73,127.12,8,398,135.65,0.95,1,0,1,243,7,15
11138,46,18,338,85,4,30,19,894.83,133.98,8,270,196.42,0.46,1,1,0,660,6,4
11139,21,19,284,100,15,7,10,1032.2,286.47,1,475,90.69,0.85,1,1,0,176,31,14
11140,10,7,345,25,13,11,19,1040.73,51.98,6,29,66,0.24,1,0,0,605,43,12
11141,16,3,215,51,9,8,15,1170.25,135.81,5,496,83.03,0.8,0,0,1,541,32,18
11142,7,18,75,14,37,37,7,809.66,92.35,2,79,103.45,0.63,0,1,1,338,26,3
11143,4,20,225,72,17,31,7,991.53,17.96,9,180,167.78,0.89,1,0,0,475,18,0
11144,27,20,336,29,38,48,1,905.28,32.03,9,66,155.82,0.63,0,0,1,523,37,7
11145,25,19,292,25,14,1,3,1134.76,263.21,4,28,121.84,0.25,1,1,1,926,46,15
11146,31,9,343,87,37,25,2,920.8,119.24,4,183,167.06,0.06,0,0,0,477,24,10
11147,11,16,70,59,31,28,8,911.93,229.69,4,388,78.67,0.69,0,1,1,975,15,3
11148,48,6,363,100,2,23,15,1070.48,134.62,8,371,195.83,0.25,1,1,0,510,49,6
11149,20,12,190,57,46,29,12,913.37,273.9,9,465,99.48,0.91,1,1,0,193,24,19
11150,36,6,106,12,19,22,12,961.09,210.65,2,52,137.2,0.97,1,1,1,873,7,2
11151,17,13,70,50,19,10,5,813.1,102.32,1,197,58.8,0.96,0,0,0,156,36,9
11152,45,5,10,12,13,46,19,942.58,258.82,8,96,92.53,0.21,0,1,1,964,35,1
11153,11,13,214,82,21,17,3,1081.3,26.09,1,395,68.64,0.54,1,0,1,628,32,5
11154,30,20,5,100,31,13,18,1020.93,22.81,2,46,143.49,0.95,1,1,1,634,41,13
11155,35,7,28,48,44,16,11,856.85,166.45,8,290,72.28,0,0,0,1,652,43,4
11156,41,12,315,50,28,12,2,1128.11,219.39,7,487,93.79,0.14,0,0,0,553,44,14
11157,38,4,241,19,1,48,4,933.96,180.29,6,243,117.97,0.55,0,1,0,822,6,7
11158,22,5,236,53,35,49,4,1151.2,198.8,1,405,185.47,0.43,1,0,1,573,40,19
11159,43,16,92,35,10,15,10,1136.89,78.19,6,53,61.08,0.18,0,1,0,768,19,1
11160,48,4,318,27,8,39,13,858.48,263.38,0,125,128.16,0.42,1,1,1,216,17,13
11161,27,8,345,67,13,19,16,1163.83,291.52,4,196,152.93,0.12,0,1,1,278,15,6
11162,37,16,363,77,19,21,6,830.53,116.5,1,499,176.42,0.3,0,1,0,751,44,10
11163,46,8,38,51,3,32,6,965.66,122.67,0,70,89.42,0.08,0,1,1,739,13,10
11164,49,17,219,19,3,5,2,867.38,136.13,6,285,54.01,0.43,0,0,1,746,11,3
11165,35,14,152,43,27,47,5,847.28,60.03,6,279,62.83,0.96,1,0,1,180,16,15
11166,4,12,192,35,18,15,13,845.49,42.32,0,299,127.39,0.7,1,1,0,544,16,4
11167,16,3,121,15,35,32,16,800.14,233.08,6,205,191.38,0.34,0,1,1,728,16,10
11168,16,20,171,16,44,1,6,1116.74,181.9,2,113,140.29,0.86,1,0,0,644,10,7
11169,21,2,110,99,34,15,19,904.75,45.09,2,118,145.9,0.05,1,1,1,918,27,7
11170,26,13,144,69,30,35,1,803.68,148.8,2,133,159.97,0.17,0,0,1,916,33,15
11171,36,11,66,71,8,20,17,888.86,298.82,1,425,98.13,0.15,1,0,1,345,1,5
11172,19,12,322,85,21,31,7,822.6,157.98,1,379,118.56,0.56,0,0,1,350,12,4
11173,17,18,197,41,46,20,12,818.11,273.67,2,357,82.87,0.11,0,0,0,182,32,13
11174,45,9,46,54,19,47,18,1117.79,250.65,4,249,145.3,0.07,1,1,1,968,10,2
11175,26,7,149,65,43,24,5,805.21,33.16,0,444,190.96,0.95,1,0,1,621,45,7
11176,22,6,60,89,48,40,18,1145.92,121.38,6,344,92.31,0.96,0,1,0,875,3,11
11177,28,14,138,30,46,10,17,880.82,167.92,2,251,174.87,0.31,0,0,1,846,24,0
11178,1,18,90,19,40,14,6,1181,194.79,1,33,184.57,0.96,1,1,0,593,45,0
11179,44,14,212,88,30,35,1,1103,87.43,3,192,180.17,0.48,0,1,0,438,18,9
11180,36,5,169,46,27,29,4,898.07,2.31,6,36,78.73,0.63,0,1,0,276,12,8
11181,43,20,113,60,20,9,9,917.05,92.89,6,360,124.85,0.06,1,0,0,424,35,12
11182,37,13,341,79,14,10,17,909.11,169.95,5,335,90.03,0.63,0,1,1,531,11,18
11183,2,1,66,99,12,2,7,887.98,105.17,9,476,115.44,0.73,0,0,1,760,28,8
11184,17,12,302,24,49,23,10,898.36,114.22,0,280,164.71,0.63,0,0,1,499,1,16
11185,40,19,118,36,23,18,15,1040.24,251.01,4,422,98.53,0.75,0,1,1,316,45,18
11186,38,10,225,49,12,1,1,1062.09,125.08,0,125,179.36,0.62,1,1,0,422,36,0
11187,21,5,151,59,44,11,8,884.58,290.5,4,403,75.78,0.82,0,1,1,932,37,13
11188,9,20,167,14,44,37,13,1139.07,49.21,3,176,85.59,0.74,0,0,0,103,38,7
11189,13,6,95,86,39,36,19,1107,27.02,2,344,134.42,0.88,1,0,1,935,4,0
11190,11,12,260,39,42,33,19,995.68,63.87,0,464,83.41,0.79,0,1,1,413,17,12
11191,16,3,259,8,30,36,8,859.39,26.4,4,227,70.18,0.71,1,0,0,379,14,14
11192,16,14,120,48,48,24,6,959.48,74.82,4,311,115.62,0.73,0,1,0,351,3,12
11193,2,4,74,80,27,25,8,953.76,163.13,6,69,96.42,0.69,1,0,0,880,45,10
11194,42,17,362,81,24,23,10,1160.42,77.64,4,232,113.89,0.32,0,1,0,713,5,18
11195,44,17,96,69,3,22,6,1145.32,245.43,7,39,68.92,0.25,0,1,0,636,32,7
11196,8,14,292,41,30,33,4,814.46,107.63,0,87,165.8,0.8,0,0,1,171,26,2
11197,43,15,177,35,35,47,3,802.17,121.15,0,61,184.47,0.93,0,1,1,782,42,10
11198,42,7,27,64,33,19,10,1109.19,26.05,7,168,92.37,0.88,0,1,1,968,22,15
11199,13,4,309,53,37,34,3,844.79,81.16,4,221,156.61,0.8,0,1,0,280,14,17
11200,17,17,305,54,40,23,16,880.3,36.14,6,392,150.89,0.4,0,1,1,628,39,9
11201,39,6,211,37,49,46,16,1178.45,69.79,5,103,178.62,0.41,1,0,0,616,21,13
11202,24,11,358,52,16,26,7,944.43,197.57,9,425,186.76,0.79,1,1,0,218,21,12
11203,3,12,257,18,48,22,5,1135.71,114.52,0,168,81.84,0.5,1,1,0,776,34,8
11204,30,15,318,21,18,3,16,865.86,5.74,5,409,176.47,0.88,1,1,1,658,1,13
11205,13,12,205,42,18,4,10,1072.06,80.22,5,488,71.88,0.05,0,0,0,673,29,10
11206,19,11,355,65,14,33,11,1050.9,261.44,0,100,69.57,0.94,0,0,1,656,46,13
11207,7,17,66,81,32,11,7,1094.19,113.37,9,169,147.78,0.79,0,0,1,105,6,7
11208,9,8,150,8,12,20,0,916.71,168.85,4,111,105.23,0.67,1,1,1,207,10,18
11209,19,12,167,93,42,32,7,854.79,143.62,5,480,89.76,0.26,0,0,1,997,40,8
11210,45,9,220,84,2,48,18,830.51,292.1,8,144,160.66,0.98,1,1,0,210,23,18
11211,40,11,300,39,26,15,18,1072.51,83.63,1,317,194.95,0.79,1,1,0,534,4,2
11212,22,3,258,61,23,25,3,1065.14,212.12,3,347,94.65,0.6,0,0,0,928,17,19
11213,18,7,203,60,35,17,7,807,178.92,4,223,192.92,0.62,1,1,0,155,6,15
11214,23,3,240,69,33,22,17,1039.72,185.85,4,246,89.94,0.77,0,1,0,157,7,9
11215,2,16,315,59,41,34,1,857.94,241.94,0,294,149.29,0.75,0,0,0,685,48,7
11216,50,10,229,10,25,33,0,815.88,50.05,4,9,167.47,0.44,0,1,0,190,23,6
11217,50,7,156,63,4,25,7,1007.05,253.23,9,157,85.66,0.14,1,1,0,716,48,7
11218,11,20,218,70,21,14,8,890.36,31,6,209,95.1,0.11,1,1,0,718,16,5
11219,31,15,195,7,48,46,19,1015.32,199.41,8,300,196.8,0.48,0,0,0,482,6,17
11220,33,10,270,35,4,30,7,1086.86,62.15,5,211,95.96,0.29,1,0,1,968,3,9
11221,14,12,16,91,31,22,14,1170.34,192.64,3,451,110.47,0.09,1,0,0,425,18,4
11222,16,18,241,42,49,22,13,936.66,34.61,6,267,160.24,0.53,0,0,1,899,8,7
11223,11,9,252,85,15,19,1,969.05,212.88,2,190,149.05,0.91,0,1,1,438,36,0
11224,33,9,51,88,4,38,10,865.45,96.57,2,496,180.71,0.66,1,0,1,413,27,8
11225,7,4,356,29,4,4,6,1088.62,199.54,6,92,127.8,0.15,1,0,0,861,11,0
11226,31,5,28,27,44,8,13,1129.21,164.23,1,470,98.99,0.78,0,1,1,948,36,6
11227,48,7,53,38,3,45,9,1081.66,67.4,2,160,175.43,0.2,0,1,0,336,23,17
11228,46,7,308,2,5,39,13,977.1,159.5,4,271,124.85,0.51,0,0,1,333,40,16
11229,47,11,116,25,19,10,18,1024.04,47.71,7,282,128.08,0.95,1,0,0,336,4,16
11230,14,10,9,66,38,28,18,887.99,297.69,5,116,187.87,0.75,0,0,0,905,19,3
11231,28,11,11,38,32,21,16,1094.16,178.91,7,237,107.41,0.82,0,1,0,330,3,9
11232,43,18,107,59,9,1,0,1064.54,153.2,4,45,167.65,0.5,0,0,0,811,13,2
11233,16,12,301,82,3,37,10,1169.94,275.57,6,19,198.63,1,0,1,0,353,42,12
11234,19,16,341,7,34,34,9,1027.06,90.07,8,205,127.7,0.23,0,0,0,232,15,2
11235,17,4,258,49,25,11,15,1099.72,68.46,6,38,119.61,0.7,0,1,0,724,12,8
11236,26,17,182,68,10,16,4,1000.25,190.96,1,224,81.43,0.89,0,1,1,832,11,2
11237,6,17,170,41,32,39,7,1134.1,272.26,0,425,108.32,0.61,1,1,1,421,35,7
11238,43,5,325,74,5,14,3,1037.33,194.96,7,377,80.7,0.94,0,1,0,573,39,14
11239,49,13,139,51,29,1,6,986,6.54,0,271,116.25,0.95,0,0,1,599,41,17
11240,9,3,285,92,7,31,9,857.92,258.78,0,148,113.73,0.87,1,1,1,406,11,5
11241,50,17,111,94,15,44,10,1121.54,89.21,0,411,146.26,0.7,1,1,1,340,21,8
11242,17,11,92,24,2,43,3,1123.57,260.74,3,401,148.92,0.89,1,0,1,511,5,11
